,A_i-1,A_i,evalA_i-1,evalA_i,B_i-1,B_i,evalB_i-1,evalB_i,C_i-1,C_i,evalC_i-1,evalC_i
12087,?,?,?,0,?,?,?,?,?,?,0,?
12088,?,?,0,0,?,?,?,?,?,?,?,?
12089,?,?,0,0,?,?,?,?,?,?,?,?
12090,?,?,0,0,?,?,?,?,?,?,?,?
12091,?,?,0,1,?,?,?,?,?,?,?,?
12092,?,?,1,?,?,?,?,?,?,?,?,0
12093,?,?,?,?,?,?,?,?,?,?,0,0
12094,?,?,?,?,?,?,?,?,?,?,0,0
12095,?,?,?,?,?,?,?,?,?,?,0,1
12096,?,?,?,?,?,?,?,?,?,?,1,0
12097,?,?,0,0,?,?,?,?,?,?,?,?
12098,?,?,0,1,?,?,?,?,?,?,?,?
12099,?,?,1,1,?,?,?,?,?,?,?,?
12100,?,?,1,1,?,?,?,?,?,?,?,?
12101,?,?,1,1,?,?,?,?,?,?,?,?
12102,?,?,1,1,?,?,?,?,?,?,?,?
12103,?,?,1,0,?,?,?,?,?,?,?,?
12104,?,?,0,1,?,?,?,?,?,?,?,?
12105,?,?,1,1,?,?,?,?,?,?,?,?
12106,?,?,1,?,?,?,?,0,?,?,?,?
12107,?,?,?,?,?,?,0,1,?,?,?,?
12108,?,?,?,?,?,?,1,0,?,?,?,?
12109,?,?,?,?,?,?,0,1,?,?,?,?
12110,?,?,?,?,?,?,1,0,?,?,?,?
12111,?,?,?,?,?,?,0,0,?,?,?,?
12112,?,?,?,?,?,?,0,0,?,?,?,?
12113,?,?,?,?,?,?,0,0,?,?,?,?
12114,?,?,?,?,?,?,0,0,?,?,?,?
12115,?,?,?,?,?,?,0,1,?,?,?,?
12116,?,?,?,?,?,?,?,?,?,?,0,0
12117,?,?,?,?,?,?,?,?,?,?,0,0
12118,?,?,?,?,?,?,?,?,?,?,0,1
12119,?,?,?,?,?,?,?,?,?,?,1,0
12120,?,?,1,1,?,?,?,?,?,?,?,?
12121,?,?,1,0,?,?,?,?,?,?,?,?
12122,?,?,0,1,?,?,?,?,?,?,?,?
12123,?,?,1,1,?,?,?,?,?,?,?,?
12124,?,?,1,0,?,?,?,?,?,?,?,?
12125,?,?,0,1,?,?,?,?,?,?,?,?
12126,?,?,1,1,?,?,?,?,?,?,?,?
12127,?,?,1,0,?,?,?,?,?,?,?,?
12128,?,?,0,1,?,?,?,?,?,?,?,?
12129,?,?,?,?,?,?,1,0,?,?,?,?
12130,?,?,?,?,?,?,0,0,?,?,?,?
12131,?,?,?,?,?,?,0,1,?,?,?,?
12132,?,?,?,?,?,?,1,0,?,?,?,?
12133,?,?,?,?,?,?,0,0,?,?,?,?
12134,?,?,?,?,?,?,0,1,?,?,?,?
12135,?,?,?,?,?,?,1,1,?,?,?,?
12136,?,?,?,?,?,?,1,0,?,?,?,?
12137,?,?,?,?,?,?,0,0,?,?,?,?
12138,?,?,?,1,?,?,0,?,?,?,?,?
12139,?,?,1,1,?,?,?,?,?,?,?,?
12140,?,?,1,1,?,?,?,?,?,?,?,?
12141,?,?,1,0,?,?,?,?,?,?,?,?
12142,?,?,0,1,?,?,?,?,?,?,?,?
12143,?,?,0,0,?,?,?,?,?,?,?,?
12144,?,?,0,0,?,?,?,?,?,?,?,?
12145,?,?,0,1,?,?,?,?,?,?,?,?
12146,?,?,1,0,?,?,?,?,?,?,?,?
12147,?,?,0,?,?,?,?,?,?,?,?,0
12148,?,?,?,?,?,?,?,?,?,?,0,0
12149,?,?,?,?,?,?,?,?,?,?,0,1
12150,?,?,?,?,?,?,?,?,?,?,1,0
12151,?,?,?,?,?,?,?,?,?,?,0,0
12152,?,?,?,?,?,?,?,?,?,?,1,0
12153,?,?,?,?,?,?,?,?,?,?,0,0
12154,?,?,?,?,?,?,?,?,?,?,0,0
12155,?,?,?,?,?,?,?,?,?,?,0,0
12156,?,?,?,?,?,?,?,1,?,?,0,?
12157,?,?,?,?,?,?,1,1,?,?,?,?
12158,?,?,?,?,?,?,1,1,?,?,?,?
12159,?,?,?,?,?,?,1,1,?,?,?,?
12160,?,?,?,?,?,?,1,1,?,?,?,?
12161,?,?,1,0,?,?,?,?,?,?,?,?
12162,?,?,0,1,?,?,?,?,?,?,?,?
12163,?,?,1,1,?,?,?,?,?,?,?,?
12164,?,?,1,1,?,?,?,?,?,?,?,?
12165,?,?,1,1,?,?,?,?,?,?,?,?
12166,?,?,1,1,?,?,?,?,?,?,?,?
12167,?,?,1,1,?,?,?,?,?,?,?,?
12168,?,?,1,1,?,?,?,?,?,?,?,?
12169,?,?,1,0,?,?,?,?,?,?,?,?
12170,?,?,0,?,?,?,?,0,?,?,?,?
12171,?,?,?,?,?,?,0,0,?,?,?,?
12172,?,?,?,?,?,?,0,1,?,?,?,?
12173,?,?,?,?,?,?,1,1,?,?,?,?
12174,?,?,?,?,?,?,1,0,?,?,?,?
12175,?,?,?,?,?,?,?,?,?,?,0,1
12176,?,?,?,?,?,?,?,?,?,?,1,0
12177,?,?,?,?,?,?,?,?,?,?,0,0
12178,?,?,?,?,?,?,?,?,?,?,0,0
12179,?,?,?,1,?,?,?,?,?,?,0,?
12180,?,?,1,1,?,?,?,?,?,?,?,?
12181,?,?,1,1,?,?,?,?,?,?,?,?
12182,?,?,1,0,?,?,?,?,?,?,?,?
12183,?,?,0,1,?,?,?,?,?,?,?,?
12184,?,?,1,0,?,?,?,?,?,?,?,?
12185,?,?,0,0,?,?,?,?,?,?,?,?
12186,?,?,0,1,?,?,?,?,?,?,?,?
12187,?,?,1,1,?,?,?,?,?,?,?,?
12188,?,?,1,1,?,?,?,?,?,?,?,?
12189,?,?,?,?,?,?,0,1,?,?,?,?
12190,?,?,?,?,?,?,1,0,?,?,?,?
12191,?,?,?,?,?,?,0,0,?,?,?,?
12192,?,?,?,?,?,?,0,0,?,?,?,?
12193,?,?,?,0,?,?,0,?,?,?,?,?
12194,?,?,0,1,?,?,?,?,?,?,?,?
12195,?,?,1,1,?,?,?,?,?,?,?,?
12196,?,?,1,1,?,?,?,?,?,?,?,?
12197,?,?,1,1,?,?,?,?,?,?,?,?
12198,?,?,?,?,?,?,?,?,?,?,0,0
12199,?,?,?,?,?,?,?,?,?,?,0,0
12200,?,?,?,?,?,?,?,?,?,?,0,0
12201,?,?,?,?,?,?,?,?,?,?,0,1
12202,?,?,?,?,?,?,?,1,?,?,1,?
12203,?,?,?,?,?,?,1,0,?,?,?,?
12204,?,?,?,?,?,?,0,0,?,?,?,?
12205,?,?,?,?,?,?,0,1,?,?,?,?
12206,?,?,?,?,?,?,1,1,?,?,?,?
12207,?,?,?,1,?,?,1,?,?,?,?,?
12208,?,?,1,1,?,?,?,?,?,?,?,?
12209,?,?,1,1,?,?,?,?,?,?,?,?
12210,?,?,1,1,?,?,?,?,?,?,?,?
12211,?,?,1,1,?,?,?,?,?,?,?,?
12212,?,?,1,?,?,?,?,?,?,?,?,1
12213,?,?,?,?,?,?,?,?,?,?,1,1
12214,?,?,?,?,?,?,?,?,?,?,1,1
12215,?,?,?,?,?,?,?,?,?,?,1,1
12216,?,?,?,?,?,?,?,?,?,?,1,0
12217,?,?,?,?,?,?,1,1,?,?,?,?
12218,?,?,?,?,?,?,1,0,?,?,?,?
12219,?,?,?,?,?,?,0,0,?,?,?,?
12220,?,?,?,?,?,?,0,1,?,?,?,?
12221,?,?,?,?,?,?,1,1,?,?,?,?
12222,?,?,?,?,?,?,1,1,?,?,?,?
12223,?,?,?,?,?,?,1,1,?,?,?,?
12224,?,?,?,?,?,?,1,1,?,?,?,?
12225,?,?,?,?,?,?,1,1,?,?,?,?
12226,?,?,?,?,?,?,1,1,?,?,?,?
12227,?,?,?,?,?,?,1,0,?,?,?,?
12228,?,?,?,?,?,?,0,1,?,?,?,?
12229,?,?,?,?,?,?,1,0,?,?,?,?
12230,?,?,?,?,?,?,0,0,?,?,?,?
12231,?,?,1,1,?,?,?,?,?,?,?,?
12232,?,?,1,0,?,?,?,?,?,?,?,?
12233,?,?,0,0,?,?,?,?,?,?,?,?
12234,?,?,0,0,?,?,?,?,?,?,?,?
12235,?,?,0,?,?,?,?,0,?,?,?,?
12236,?,?,?,?,?,?,0,1,?,?,?,?
12237,?,?,?,?,?,?,1,0,?,?,?,?
12238,?,?,?,?,?,?,0,0,?,?,?,?
12239,?,?,?,?,?,?,0,0,?,?,?,?
12240,?,?,1,0,?,?,?,?,?,?,?,?
12241,?,?,0,1,?,?,?,?,?,?,?,?
12242,?,?,1,1,?,?,?,?,?,?,?,?
12243,?,?,1,1,?,?,?,?,?,?,?,?
12244,?,?,1,1,?,?,?,?,?,?,?,?
12245,?,?,1,0,?,?,?,?,?,?,?,?
12246,?,?,0,0,?,?,?,?,?,?,?,?
12247,?,?,0,1,?,?,?,?,?,?,?,?
12248,?,?,1,?,?,?,?,?,?,?,?,0
12249,?,?,?,?,?,?,?,?,?,?,0,1
12250,?,?,?,?,?,?,?,?,?,?,1,0
12251,?,?,?,?,?,?,?,?,?,?,0,1
12252,?,?,?,?,?,?,?,?,?,?,1,1
12253,?,?,?,?,?,?,?,?,?,?,1,0
12254,?,?,?,?,?,?,?,?,?,?,0,1
12255,?,?,?,?,?,?,?,?,?,?,1,0
12256,?,?,?,?,?,?,?,?,?,?,0,0
12257,?,?,?,?,?,?,?,1,?,?,0,?
12258,?,?,?,?,?,?,1,1,?,?,?,?
12259,?,?,?,?,?,?,1,1,?,?,?,?
12260,?,?,?,?,?,?,1,1,?,?,?,?
12261,?,?,?,?,?,?,1,1,?,?,?,?
12262,?,?,?,?,?,?,?,?,?,?,0,1
12263,?,?,?,?,?,?,?,?,?,?,1,1
12264,?,?,?,?,?,?,?,?,?,?,1,0
12265,?,?,?,?,?,?,?,?,?,?,0,1
12266,?,?,?,0,?,?,?,?,?,?,1,?
12267,?,?,0,1,?,?,?,?,?,?,?,?
12268,?,?,1,1,?,?,?,?,?,?,?,?
12269,?,?,1,0,?,?,?,?,?,?,?,?
12270,?,?,0,1,?,?,?,?,?,?,?,?
12271,?,?,1,?,?,?,?,?,?,?,?,1
12272,?,?,?,?,?,?,?,?,?,?,1,0
12273,?,?,?,?,?,?,?,?,?,?,0,0
12274,?,?,?,?,?,?,?,?,?,?,0,0
12275,?,?,?,?,?,?,?,?,?,?,0,1
12276,?,?,?,?,?,?,?,?,?,?,0,0
12277,?,?,?,?,?,?,?,?,?,?,0,1
12278,?,?,?,?,?,?,?,?,?,?,1,0
12279,?,?,?,?,?,?,?,?,?,?,0,0
12280,?,?,?,1,?,?,?,?,?,?,0,?
12281,?,?,1,0,?,?,?,?,?,?,?,?
12282,?,?,0,1,?,?,?,?,?,?,?,?
12283,?,?,1,1,?,?,?,?,?,?,?,?
12284,?,?,1,1,?,?,?,?,?,?,?,?
12285,?,?,1,0,?,?,?,?,?,?,?,?
12286,?,?,0,0,?,?,?,?,?,?,?,?
12287,?,?,0,0,?,?,?,?,?,?,?,?
12288,?,?,0,0,?,?,?,?,?,?,?,?
12289,?,?,0,1,?,?,?,?,?,?,?,?
12290,?,?,1,?,?,?,?,0,?,?,?,?
12291,?,?,?,?,?,?,0,1,?,?,?,?
12292,?,?,?,?,?,?,1,1,?,?,?,?
12293,?,?,?,?,?,?,1,1,?,?,?,?
12294,?,?,?,?,?,?,1,1,?,?,?,?
12295,?,?,1,0,?,?,?,?,?,?,?,?
12296,?,?,0,1,?,?,?,?,?,?,?,?
12297,?,?,1,1,?,?,?,?,?,?,?,?
12298,?,?,1,1,?,?,?,?,?,?,?,?
12299,?,?,1,?,?,?,?,?,?,?,?,1
12300,?,?,?,?,?,?,?,?,?,?,1,1
12301,?,?,?,?,?,?,?,?,?,?,1,0
12302,?,?,?,?,?,?,?,?,?,?,0,1
12303,?,?,?,?,?,?,?,?,?,?,1,0
12304,?,?,?,?,?,?,?,?,?,?,1,0
12305,?,?,?,?,?,?,?,?,?,?,0,1
12306,?,?,?,?,?,?,?,?,?,?,1,1
12307,?,?,?,?,?,?,?,?,?,?,1,0
12308,?,?,?,?,?,?,?,?,?,?,0,1
12309,?,?,?,?,?,?,?,?,?,?,1,0
12310,?,?,?,?,?,?,?,?,?,?,0,1
12311,?,?,?,?,?,?,?,?,?,?,1,0
12312,?,?,?,?,?,?,?,?,?,?,0,1
12313,?,?,?,?,?,?,?,?,?,?,0,0
12314,?,?,?,?,?,?,?,?,?,?,0,0
12315,?,?,?,?,?,?,?,?,?,?,0,0
12316,?,?,?,?,?,?,?,?,?,?,0,0
12317,?,?,?,?,?,?,?,?,?,?,0,0
12318,?,?,?,?,?,?,?,?,?,?,0,0
12319,?,?,?,?,?,?,?,?,?,?,0,0
12320,?,?,?,?,?,?,?,?,?,?,0,1
12321,?,?,?,?,?,?,?,?,?,?,1,1
12322,?,?,?,?,?,?,?,0,?,?,1,?
12323,?,?,?,?,?,?,0,1,?,?,?,?
12324,?,?,?,?,?,?,1,1,?,?,?,?
12325,?,?,?,?,?,?,1,0,?,?,?,?
12326,?,?,?,?,?,?,0,0,?,?,?,?
12327,?,?,?,0,?,?,0,?,?,?,?,?
12328,?,?,0,1,?,?,?,?,?,?,?,?
12329,?,?,1,1,?,?,?,?,?,?,?,?
12330,?,?,1,0,?,?,?,?,?,?,?,?
12331,?,?,0,0,?,?,?,?,?,?,?,?
12332,?,?,0,1,?,?,?,?,?,?,?,?
12333,?,?,1,1,?,?,?,?,?,?,?,?
12334,?,?,1,1,?,?,?,?,?,?,?,?
12335,?,?,1,0,?,?,?,?,?,?,?,?
12336,?,?,0,1,?,?,?,?,?,?,?,?
12337,?,?,1,0,?,?,?,?,?,?,?,?
12338,?,?,0,0,?,?,?,?,?,?,?,?
12339,?,?,0,0,?,?,?,?,?,?,?,?
12340,?,?,0,1,?,?,?,?,?,?,?,?
12341,?,?,1,1,?,?,?,?,?,?,?,?
12342,?,?,1,0,?,?,?,?,?,?,?,?
12343,?,?,0,0,?,?,?,?,?,?,?,?
12344,?,?,0,1,?,?,?,?,?,?,?,?
12345,?,?,1,0,?,?,?,?,?,?,?,?
12346,?,?,0,1,?,?,?,?,?,?,?,?
12347,?,?,1,1,?,?,?,?,?,?,?,?
12348,?,?,1,0,?,?,?,?,?,?,?,?
12349,?,?,0,1,?,?,?,?,?,?,?,?
12350,?,?,1,0,?,?,?,?,?,?,?,?
12351,?,?,1,1,?,?,?,?,?,?,?,?
12352,?,?,1,1,?,?,?,?,?,?,?,?
12353,?,?,1,1,?,?,?,?,?,?,?,?
12354,?,?,1,1,?,?,?,?,?,?,?,?
12355,?,?,1,?,?,?,?,?,?,?,?,1
12356,?,?,?,?,?,?,?,?,?,?,1,0
12357,?,?,?,?,?,?,?,?,?,?,0,1
12358,?,?,?,?,?,?,?,?,?,?,1,0
12359,?,?,?,?,?,?,?,?,?,?,0,0
12360,?,?,1,1,?,?,?,?,?,?,?,?
12361,?,?,1,1,?,?,?,?,?,?,?,?
12362,?,?,1,0,?,?,?,?,?,?,?,?
12363,?,?,0,1,?,?,?,?,?,?,?,?
12364,?,?,1,0,?,?,?,?,?,?,?,?
12365,?,?,0,1,?,?,?,?,?,?,?,?
12366,?,?,1,1,?,?,?,?,?,?,?,?
12367,?,?,1,0,?,?,?,?,?,?,?,?
12368,?,?,0,1,?,?,?,?,?,?,?,?
12369,?,?,1,?,?,?,?,?,?,?,?,0
12370,?,?,?,?,?,?,?,?,?,?,0,0
12371,?,?,?,?,?,?,?,?,?,?,0,0
12372,?,?,?,?,?,?,?,?,?,?,0,0
12373,?,?,?,?,?,?,?,?,?,?,0,0
12374,?,?,?,1,?,?,?,?,?,?,0,?
12375,?,?,1,1,?,?,?,?,?,?,?,?
12376,?,?,1,1,?,?,?,?,?,?,?,?
12377,?,?,1,1,?,?,?,?,?,?,?,?
12378,?,?,1,1,?,?,?,?,?,?,?,?
12379,?,?,1,?,?,?,?,1,?,?,?,?
12380,?,?,?,?,?,?,1,1,?,?,?,?
12381,?,?,?,?,?,?,1,0,?,?,?,?
12382,?,?,?,?,?,?,0,1,?,?,?,?
12383,?,?,?,?,?,?,1,1,?,?,?,?
12384,?,?,?,?,?,?,1,1,?,?,?,?
12385,?,?,?,?,?,?,1,0,?,?,?,?
12386,?,?,?,?,?,?,0,1,?,?,?,?
12387,?,?,?,?,?,?,1,1,?,?,?,?
12388,?,?,?,?,?,?,1,1,?,?,?,?
12389,?,?,?,?,?,?,?,?,?,?,1,1
12390,?,?,?,?,?,?,?,?,?,?,1,1
12391,?,?,?,?,?,?,?,?,?,?,1,1
12392,?,?,?,?,?,?,?,?,?,?,1,1
12393,?,?,?,?,?,?,?,1,?,?,1,?
12394,?,?,?,?,?,?,1,1,?,?,?,?
12395,?,?,?,?,?,?,1,0,?,?,?,?
12396,?,?,?,?,?,?,0,1,?,?,?,?
12397,?,?,?,?,?,?,1,0,?,?,?,?
12398,?,?,?,1,?,?,0,?,?,?,?,?
12399,?,?,1,1,?,?,?,?,?,?,?,?
12400,?,?,1,1,?,?,?,?,?,?,?,?
12401,?,?,1,1,?,?,?,?,?,?,?,?
12402,?,?,1,0,?,?,?,?,?,?,?,?
12403,?,?,0,1,?,?,?,?,?,?,?,?
12404,?,?,1,1,?,?,?,?,?,?,?,?
12405,?,?,1,1,?,?,?,?,?,?,?,?
12406,?,?,1,1,?,?,?,?,?,?,?,?
12407,?,?,1,1,?,?,?,?,?,?,?,?
12408,?,?,1,1,?,?,?,?,?,?,?,?
12409,?,?,1,1,?,?,?,?,?,?,?,?
12410,?,?,1,1,?,?,?,?,?,?,?,?
12411,?,?,1,1,?,?,?,?,?,?,?,?
12412,?,?,1,?,?,?,?,?,?,?,?,1
12413,?,?,?,?,?,?,?,?,?,?,1,1
12414,?,?,?,?,?,?,?,?,?,?,1,0
12415,?,?,?,?,?,?,?,?,?,?,0,0
12416,?,?,?,?,?,?,?,?,?,?,0,1
12417,?,?,?,?,?,?,?,1,?,?,1,?
12418,?,?,?,?,?,?,1,0,?,?,?,?
12419,?,?,?,?,?,?,0,1,?,?,?,?
12420,?,?,?,?,?,?,1,0,?,?,?,?
12421,?,?,?,?,?,?,0,1,?,?,?,?
12422,?,?,?,?,?,?,?,?,?,?,0,0
12423,?,?,?,?,?,?,?,?,?,?,0,1
12424,?,?,?,?,?,?,?,?,?,?,1,0
12425,?,?,?,?,?,?,?,?,?,?,0,1
12426,?,?,?,?,?,?,?,?,?,?,1,1
12427,?,?,?,?,?,?,?,?,?,?,1,0
12428,?,?,?,?,?,?,?,?,?,?,0,0
12429,?,?,?,?,?,?,?,?,?,?,0,1
12430,?,?,?,?,?,?,?,?,?,?,1,1
12431,?,?,?,0,?,?,?,?,?,?,1,?
12432,?,?,0,0,?,?,?,?,?,?,?,?
12433,?,?,0,0,?,?,?,?,?,?,?,?
12434,?,?,0,1,?,?,?,?,?,?,?,?
12435,?,?,1,0,?,?,?,?,?,?,?,?
12436,?,?,0,1,?,?,?,?,?,?,?,?
12437,?,?,1,0,?,?,?,?,?,?,?,?
12438,?,?,0,0,?,?,?,?,?,?,?,?
12439,?,?,0,0,?,?,?,?,?,?,?,?
12440,?,?,0,1,?,?,?,?,?,?,?,?
12441,?,?,1,1,?,?,?,?,?,?,?,?
12442,?,?,1,1,?,?,?,?,?,?,?,?
12443,?,?,1,1,?,?,?,?,?,?,?,?
12444,?,?,1,0,?,?,?,?,?,?,?,?
12445,?,?,0,?,?,?,?,1,?,?,?,?
12446,?,?,?,?,?,?,1,1,?,?,?,?
12447,?,?,?,?,?,?,1,1,?,?,?,?
12448,?,?,?,?,?,?,1,0,?,?,?,?
12449,?,?,?,?,?,?,0,1,?,?,?,?
12450,?,?,?,0,?,?,1,?,?,?,?,?
12451,?,?,0,1,?,?,?,?,?,?,?,?
12452,?,?,1,1,?,?,?,?,?,?,?,?
12453,?,?,1,1,?,?,?,?,?,?,?,?
12454,?,?,1,1,?,?,?,?,?,?,?,?
12455,?,?,0,0,?,?,?,?,?,?,?,?
12456,?,?,0,1,?,?,?,?,?,?,?,?
12457,?,?,1,0,?,?,?,?,?,?,?,?
12458,?,?,0,1,?,?,?,?,?,?,?,?
12459,?,?,?,?,?,?,0,1,?,?,?,?
12460,?,?,?,?,?,?,1,0,?,?,?,?
12461,?,?,?,?,?,?,0,1,?,?,?,?
12462,?,?,?,?,?,?,1,1,?,?,?,?
12463,?,?,?,?,?,?,1,?,?,?,?,0
12464,?,?,?,?,?,?,?,?,?,?,0,0
12465,?,?,?,?,?,?,?,?,?,?,0,0
12466,?,?,?,?,?,?,?,?,?,?,0,0
12467,?,?,?,?,?,?,?,?,?,?,0,1
12468,?,?,0,0,?,?,?,?,?,?,?,?
12469,?,?,0,0,?,?,?,?,?,?,?,?
12470,?,?,0,0,?,?,?,?,?,?,?,?
12471,?,?,0,1,?,?,?,?,?,?,?,?
12472,?,?,1,0,?,?,?,?,?,?,?,?
12473,?,?,0,1,?,?,?,?,?,?,?,?
12474,?,?,1,0,?,?,?,?,?,?,?,?
12475,?,?,0,0,?,?,?,?,?,?,?,?
12476,?,?,0,?,?,?,?,1,?,?,?,?
12477,?,?,?,?,?,?,1,1,?,?,?,?
12478,?,?,?,?,?,?,1,1,?,?,?,?
12479,?,?,?,?,?,?,1,0,?,?,?,?
12480,?,?,?,?,?,?,0,1,?,?,?,?
12481,?,?,?,1,?,?,1,?,?,?,?,?
12482,?,?,1,0,?,?,?,?,?,?,?,?
12483,?,?,0,1,?,?,?,?,?,?,?,?
12484,?,?,1,0,?,?,?,?,?,?,?,?
12485,?,?,0,0,?,?,?,?,?,?,?,?
12486,?,?,?,?,?,?,?,?,?,?,1,1
12487,?,?,?,?,?,?,?,?,?,?,1,0
12488,?,?,?,?,?,?,?,?,?,?,0,0
12489,?,?,?,?,?,?,?,?,?,?,0,0
12490,?,?,?,0,?,?,?,?,?,?,0,?
12491,?,?,0,1,?,?,?,?,?,?,?,?
12492,?,?,1,1,?,?,?,?,?,?,?,?
12493,?,?,1,1,?,?,?,?,?,?,?,?
12494,?,?,1,1,?,?,?,?,?,?,?,?
12495,?,?,?,?,?,?,1,1,?,?,?,?
12496,?,?,?,?,?,?,1,1,?,?,?,?
12497,?,?,?,?,?,?,1,1,?,?,?,?
12498,?,?,?,?,?,?,1,0,?,?,?,?
12499,?,?,?,?,?,?,?,?,?,?,1,0
12500,?,?,?,?,?,?,?,?,?,?,0,1
12501,?,?,?,?,?,?,?,?,?,?,1,0
12502,?,?,?,?,?,?,?,?,?,?,0,0
12503,?,?,?,?,?,?,?,1,?,?,0,?
12504,?,?,?,?,?,?,1,0,?,?,?,?
12505,?,?,?,?,?,?,0,0,?,?,?,?
12506,?,?,?,?,?,?,0,1,?,?,?,?
12507,?,?,?,?,?,?,1,1,?,?,?,?
12508,?,?,?,?,?,?,1,1,?,?,?,?
12509,?,?,?,?,?,?,1,1,?,?,?,?
12510,?,?,?,?,?,?,1,1,?,?,?,?
12511,?,?,?,?,?,?,1,1,?,?,?,?
12512,?,?,?,?,?,?,1,0,?,?,?,?
12513,?,?,?,?,?,?,0,?,?,?,?,0
12514,?,?,?,?,?,?,?,?,?,?,0,0
12515,?,?,?,?,?,?,?,?,?,?,0,0
12516,?,?,?,?,?,?,?,?,?,?,0,0
12517,?,?,?,?,?,?,?,?,?,?,0,1
12518,?,?,?,?,?,?,?,?,?,?,1,1
12519,?,?,?,?,?,?,?,?,?,?,1,0
12520,?,?,?,?,?,?,?,?,?,?,0,1
12521,?,?,?,?,?,?,?,?,?,?,1,0
12522,?,?,?,?,?,?,?,?,?,?,0,0
12523,?,?,?,?,?,?,?,0,?,?,0,?
12524,?,?,?,?,?,?,0,0,?,?,?,?
12525,?,?,?,?,?,?,0,1,?,?,?,?
12526,?,?,?,?,?,?,1,1,?,?,?,?
12527,?,?,?,?,?,?,1,0,?,?,?,?
12528,?,?,?,?,?,?,1,0,?,?,?,?
12529,?,?,?,?,?,?,0,1,?,?,?,?
12530,?,?,?,?,?,?,1,1,?,?,?,?
12531,?,?,?,?,?,?,1,0,?,?,?,?
12532,?,?,?,0,?,?,0,?,?,?,?,?
12533,?,?,0,1,?,?,?,?,?,?,?,?
12534,?,?,1,0,?,?,?,?,?,?,?,?
12535,?,?,0,0,?,?,?,?,?,?,?,?
12536,?,?,0,0,?,?,?,?,?,?,?,?
12537,?,?,0,1,?,?,?,?,?,?,?,?
12538,?,?,1,0,?,?,?,?,?,?,?,?
12539,?,?,0,0,?,?,?,?,?,?,?,?
12540,?,?,0,0,?,?,?,?,?,?,?,?
12541,?,?,0,0,?,?,?,?,?,?,?,?
12542,?,?,0,?,?,?,?,?,?,?,?,0
12543,?,?,?,?,?,?,?,?,?,?,0,0
12544,?,?,?,?,?,?,?,?,?,?,0,0
12545,?,?,?,?,?,?,?,?,?,?,0,1
12546,?,?,?,?,?,?,?,?,?,?,1,1
12547,?,?,?,?,?,?,?,1,?,?,1,?
12548,?,?,?,?,?,?,1,1,?,?,?,?
12549,?,?,?,?,?,?,1,0,?,?,?,?
12550,?,?,?,?,?,?,0,1,?,?,?,?
12551,?,?,?,?,?,?,1,0,?,?,?,?
12552,?,?,1,0,?,?,?,?,?,?,?,?
12553,?,?,0,0,?,?,?,?,?,?,?,?
12554,?,?,0,0,?,?,?,?,?,?,?,?
12555,?,?,0,1,?,?,?,?,?,?,?,?
12556,?,?,1,1,?,?,?,?,?,?,?,?
12557,?,?,1,0,?,?,?,?,?,?,?,?
12558,?,?,0,1,?,?,?,?,?,?,?,?
12559,?,?,1,0,?,?,?,?,?,?,?,?
12560,?,?,0,0,?,?,?,?,?,?,?,?
12561,?,?,1,1,?,?,?,?,?,?,?,?
12562,?,?,1,0,?,?,?,?,?,?,?,?
12563,?,?,0,1,?,?,?,?,?,?,?,?
12564,?,?,1,1,?,?,?,?,?,?,?,?
12565,?,?,1,?,?,?,?,?,?,?,?,1
12566,?,?,?,?,?,?,?,?,?,?,1,0
12567,?,?,?,?,?,?,?,?,?,?,0,1
12568,?,?,?,?,?,?,?,?,?,?,1,0
12569,?,?,?,?,?,?,?,?,?,?,0,1
12570,?,?,?,?,?,?,?,?,?,?,1,0
12571,?,?,?,?,?,?,?,?,?,?,0,0
12572,?,?,?,?,?,?,?,?,?,?,0,0
12573,?,?,?,?,?,?,?,?,?,?,0,0
12574,?,?,?,?,?,?,?,1,?,?,0,?
12575,?,?,?,?,?,?,1,1,?,?,?,?
12576,?,?,?,?,?,?,1,1,?,?,?,?
12577,?,?,?,?,?,?,1,1,?,?,?,?
12578,?,?,?,?,?,?,1,1,?,?,?,?
12579,?,?,?,?,?,?,1,1,?,?,?,?
12580,?,?,?,?,?,?,1,1,?,?,?,?
12581,?,?,?,?,?,?,1,1,?,?,?,?
12582,?,?,?,?,?,?,1,1,?,?,?,?
12583,?,?,?,?,?,?,1,1,?,?,?,?
12584,?,?,?,?,?,?,?,?,?,?,0,1
12585,?,?,?,?,?,?,?,?,?,?,1,1
12586,?,?,?,?,?,?,?,?,?,?,1,1
12587,?,?,?,?,?,?,?,?,?,?,1,0
12588,?,?,?,?,?,?,?,?,?,?,0,0
12589,?,?,?,?,?,?,?,?,?,?,0,1
12590,?,?,?,?,?,?,?,?,?,?,1,1
12591,?,?,?,?,?,?,?,?,?,?,1,0
12592,?,?,?,?,?,?,?,?,?,?,0,0
12593,?,?,0,0,?,?,?,?,?,?,?,?
12594,?,?,0,0,?,?,?,?,?,?,?,?
12595,?,?,0,0,?,?,?,?,?,?,?,?
12596,?,?,0,1,?,?,?,?,?,?,?,?
12597,?,?,?,?,?,?,1,0,?,?,?,?
12598,?,?,?,?,?,?,0,1,?,?,?,?
12599,?,?,?,?,?,?,1,0,?,?,?,?
12600,?,?,?,?,?,?,0,1,?,?,?,?
12601,?,?,?,?,?,?,1,?,?,?,?,0
